REGION,TECHNOLOGY,YEAR,VALUE
GLOBAL,MINCOAFJI,2020,0.0
GLOBAL,MINCOAFJI,2021,0.0
GLOBAL,MINCOAFJI,2022,0.0
GLOBAL,MINCOAFJI,2023,0.0
GLOBAL,MINCOAFJI,2024,0.0
GLOBAL,MINCOAFJI,2025,0.0
GLOBAL,MINCOAFJI,2026,0.0
GLOBAL,MINCOAFJI,2027,0.0
GLOBAL,MINCOAFJI,2028,0.0
GLOBAL,MINCOAFJI,2029,0.0
GLOBAL,MINCOAFJI,2030,0.0
GLOBAL,MINCOAFJI,2031,0.0
GLOBAL,MINCOAFJI,2032,0.0
GLOBAL,MINCOAFJI,2033,0.0
GLOBAL,MINCOAFJI,2034,0.0
GLOBAL,MINCOAFJI,2035,0.0
GLOBAL,MINCOAFJI,2036,0.0
GLOBAL,MINCOAFJI,2037,0.0
GLOBAL,MINCOAFJI,2038,0.0
GLOBAL,MINCOAFJI,2039,0.0
GLOBAL,MINCOAFJI,2040,0.0
GLOBAL,MINCOAFJI,2041,0.0
GLOBAL,MINCOAFJI,2042,0.0
GLOBAL,MINCOAFJI,2043,0.0
GLOBAL,MINCOAFJI,2044,0.0
GLOBAL,MINCOAFJI,2045,0.0
GLOBAL,MINCOAFJI,2046,0.0
GLOBAL,MINCOAFJI,2047,0.0
GLOBAL,MINCOAFJI,2048,0.0
GLOBAL,MINCOAFJI,2049,0.0
GLOBAL,MINCOAFJI,2050,0.0
GLOBAL,MINCOGFJI,2020,0.0
GLOBAL,MINCOGFJI,2021,0.0
GLOBAL,MINCOGFJI,2022,0.0
GLOBAL,MINCOGFJI,2023,0.0
GLOBAL,MINCOGFJI,2024,0.0
GLOBAL,MINCOGFJI,2025,0.0
GLOBAL,MINCOGFJI,2026,0.0
GLOBAL,MINCOGFJI,2027,0.0
GLOBAL,MINCOGFJI,2028,0.0
GLOBAL,MINCOGFJI,2029,0.0
GLOBAL,MINCOGFJI,2030,0.0
GLOBAL,MINCOGFJI,2031,0.0
GLOBAL,MINCOGFJI,2032,0.0
GLOBAL,MINCOGFJI,2033,0.0
GLOBAL,MINCOGFJI,2034,0.0
GLOBAL,MINCOGFJI,2035,0.0
GLOBAL,MINCOGFJI,2036,0.0
GLOBAL,MINCOGFJI,2037,0.0
GLOBAL,MINCOGFJI,2038,0.0
GLOBAL,MINCOGFJI,2039,0.0
GLOBAL,MINCOGFJI,2040,0.0
GLOBAL,MINCOGFJI,2041,0.0
